id	display_context	source	donor	prefix	replacement	display_basis	source_ref	donor_ref	mode	capacity	transform	arguments	reference_refs	parent_mapping_id	legacy_ids
T1203	Command Chart > character move name	<r昇河穿脚|しょうかせんきゃく>					NA2_SLPS@0x39A9B0		slot	32					M1237
T1204	Command Chart > character move name	<r水掌刃|すいしょうじん>					NA2_SLPS@0x39A9D0		slot	32					M1238
T1205	Command Chart > character move name	<r抱水|ほうすい>					NA2_SLPS@0x39A9F0		slot	32					M1239
T1206	Command Chart > character move name	<r流水斬|りゅうすいざん>					NA2_SLPS@0x39AA10		slot	32					M1240
T1207	Command Chart > character move name	<r水柱突|すいちゅうとつ>					NA2_SLPS@0x39AA30		slot	32					M1241
T1208	Command Chart > character move name	<r転落踵|てんらくしょう>					NA2_SLPS@0x39AA50		slot	32					M1242
T1209	Command Chart > character move name	<r瞬水|しゅんすい>					NA2_SLPS@0x39AA70		slot	32					M1243
T1210	Command Chart > character move name	<r渦流脚激|かりゅうかくげき>					NA2_SLPS@0x39AA90		slot	32					M1244
T1211	Command Chart > character move name	<r氾水脚|はんすいきゃく>					NA2_SLPS@0x39AAB0		slot	32					M1245
T1212	Command Chart > character move name	<r獅水|しすい>					NA2_SLPS@0x39AAD0		slot	16					M1246
T1213	Command Chart > character move name	<r滝壺落|たきつぼお>とし					NA2_SLPS@0x39AAE0		slot	32					M1247
T1214	Command Chart > character move name	<r飛沫連脚|ひまつれんきゃく>					NA2_SLPS@0x39AB00		slot	32					M1248
T1215	Command Chart > character move name	<r猛蛇蹂躙|もうじゃじゅうりん>					NA2_SLPS@0x39FF60		slot	32					M1249
T1216	Command Chart > character move name	<r撃滅乱蛇|げきめつらんだ>					NA2_SLPS@0x39FF80		slot	32					M1250
T1217	Command Chart > character move name	<r輪蛇転脚|りんじゃてんきゃく>					NA2_SLPS@0x39FFA0		slot	32					M1251
T1218	Command Chart > character move name	<r潜影蛇手|せんえいじゃしゅ>　<r蛇突|じゃとつ>					NA2_SLPS@0x39FFC0		slot	48					M1252
T1219	Command Chart > character move name	<r潜影蛇手|せんえいじゃしゅ>　<r蛇降|じゃこう>					NA2_SLPS@0x39FFF0		slot	48					M1253
T1220	Command Chart > character move name	<r刃蛇潜影|はじゃせんえい>					NA2_SLPS@0x3A0020		slot	32					M1254
T1221	Command Chart > character move name	<r追蛇脚昇|ついじゃきゃくしょう>					NA2_SLPS@0x3A0040		slot	48					M1255
T1222	Command Chart > character move name	<r潜影蛇手|せんえいじゃしゅ>　<r蛇鞭|じゃべん>					NA2_SLPS@0x3A0070		slot	48					M1256
T1223	Command Chart > character move name	<r這蛇穿脚|はじゃせんきゃく>					NA2_SLPS@0x3A00A0		slot	32					M1257
T1224	Command Chart > character move name	<r潜影蛇手|せんえいじゃしゅ>　<r蛇縛|じゃばく>					NA2_SLPS@0x3A00C0		slot	48					M1258
T1225	Command Chart > character move name	<r潜影蛇手|せんえいじゃしゅ>　<r蛇仰|じゃぎょう>					NA2_SLPS@0x3A00F0		slot	64					M1259
T1226	Command Chart > character move name	<r潜影蛇手|せんせいじゃしゅ>　<r蛇追|じゃつい>					NA2_SLPS@0x3A0130		slot	48					M1260
T1227	Command Chart > character move name	<r蛇縛転脚|じゃばくてんきゃく>					NA2_SLPS@0x3A0160		slot	32					M1261
T1228	Command Chart > character move name	<r旋蛇蹴脚|せんじゃしゅうきゃく>					NA2_SLPS@0x3A0180		slot	48					M1262
T1229	Command Chart > character move name	<r九尾|きゅうび>の<r力|ちから>					NA2_SLPS@0x3A5820		slot	32					M1263
T1230	Command Chart > character move name	<r朱|あか>い<r螺旋丸|らせんがん>					NA2_SLPS@0x3A5840		slot	48					M1264
T1231	Command Chart > character move name	<r紅蓮旋風|ぐれんせんぷう>					NA2_SLPS@0x3A5870		slot	32					M1265
T1232	Command Chart > character move name	<r紅蓮爪駆|ぐれんそうか>					NA2_SLPS@0x3A5890		slot	32					M1266
T1233	Command Chart > character move name	<r紅蓮爪舞|ぐれんそうぶ>					NA2_SLPS@0x3A58B0		slot	32					M1267
T1234	Command Chart > character move name	<r紅蓮風塵|ぐれんふうじん>					NA2_SLPS@0x3A58D0		slot	32					M1268
T1235	Command Chart > character move name	<r紅蓮空舞|ぐれんくうぶ>					NA2_SLPS@0x3A58F0		slot	32					M1269
T1236	Command Chart > character move name	<r紅蓮震弾|ぐれんしんだん>					NA2_SLPS@0x3A5910		slot	32					M1270
T1237	Command Chart > character move name	<r紅蓮倒落|ぐれんとうらく>					NA2_SLPS@0x3A5930		slot	32					M1271
T1238	Command Chart > character move name	<r紅蓮飛流撃|ぐれんひりゅうげき>					NA2_SLPS@0x3A5950		slot	48					M1272
T1239	Command Chart > character move name	<r紅蓮震撃|ぐれんしんげき>					NA2_SLPS@0x3A5980		slot	32					M1273
T1240	Command Chart > character move name	<r紅蓮爪撃|ぐれんそうげき>					NA2_SLPS@0x3A59A0		slot	32					M1274
T1241	Command Chart > character move name	<r紅蓮旋風迅|ぐれんせんぷうじん>					NA2_SLPS@0x3A59C0		slot	48					M1275
T1242	Command Chart > character move name	<r紅蓮旋華|ぐれんせんか>					NA2_SLPS@0x3A59F0		slot	32					M1276
T1243	Command Chart > character move name	<r無双豪風陣|むそうごうふうじん>					NA2_SLPS@0x3AB2F0		slot	48					M1277
T1244	Command Chart > character move name	<r黒|くろ>い<r千鳥|ちどり>					NA2_SLPS@0x3AB320		slot	32					M1278
T1245	Command Chart > character move name	<r飛炎疾風|ひえんしっぷう>					NA2_SLPS@0x3AB340		slot	32					M1279
T1246	Command Chart > character move name	<r旋風轟迅|せんぷうごうじん>					NA2_SLPS@0x3AB360		slot	32					M1280
T1247	Command Chart > character move name	<r火遁|かとん>・<r飛炎弾|ひえんだん>					NA2_SLPS@0x3AB380		slot	48					M1281
T1248	Command Chart > character move name	<r後葬炎舞|こうそうえんぶ>					NA2_SLPS@0x3AB3B0		slot	32					M1282
T1249	Command Chart > character move name	<r疾風炎戯|しっぷうえんぎ>					NA2_SLPS@0x3AB3D0		slot	32					M1283
T1250	Command Chart > character move name	<r旋風炎迅|せんぷうえんじん>					NA2_SLPS@0x3AB3F0		slot	32					M1284
T1251	Command Chart > character move name	<r轟風炎飛落|ごうふうえんびらく>					NA2_SLPS@0x3AB410		slot	48					M1285
T1252	Command Chart > character move name	<r飛隼奈落|ひしゅんならく>					NA2_SLPS@0x3AB440		slot	32					M1286
T1253	Command Chart > character move name	<r疾風翔炎迅|しっぷうしょうえんじん>					NA2_SLPS@0x3AB460		slot	48					M1287
T1254	Command Chart > character move name	<r双飛天脚|そうひてんきゃく>					NA2_SLPS@0x3AB490		slot	32					M1288
T1255	Command Chart > character move name	<r疾走流葬迅|しっそうりゅうそうじん>					NA2_SLPS@0x3AB4B0		slot	48					M1289
T1256	Command Chart > character move name	<r飛炎流舞|ひえんりゅうぶ>					NA2_SLPS@0x3AB4E0		slot	32					M1290
T1257	Command Chart > character move name	すい<r蓮華|れんげ>					NA2_SLPS@0x3B0FB0		slot	32					M1291
T1258	Command Chart > character move name	すい<r八旋風|はっせんぷう>					NA2_SLPS@0x3B0FD0		slot	32					M1292
T1259	Command Chart > character move name	<r旋転仰飲蹴|せんてんぎょういんしゅう>					NA2_SLPS@0x3B0FF0		slot	48					M1293
T1260	Command Chart > character move name	<r三連双撃|さんれんそうげき>　<r鬼殺|おにごろ>し					NA2_SLPS@0x3B1020		slot	64					M1294
T1261	Command Chart > character move name	<r旋転地盃|せんてんちはい>					NA2_SLPS@0x3B1060		slot	32					M1295
T1262	Command Chart > character move name	<r逆樽回|さかだるまわ>し					NA2_SLPS@0x3B1080		slot	32					M1296
T1263	Command Chart > character move name	<r月牙跳撃|げつがちょうげき>					NA2_SLPS@0x3B10A0		slot	32					M1297
T1264	Command Chart > character move name	<r二本蹴|にほんしゅう>					NA2_SLPS@0x3B10C0		slot	32					M1298
T1265	Command Chart > character move name	<r常流蹴|じょうりゅうしゅう>					NA2_SLPS@0x3B10E0		slot	32					M1299
T1266	Command Chart > character move name	<r騰空飛天砲|とうくうひてんほう>					NA2_SLPS@0x3B1100		slot	48					M1300
T1267	Command Chart > character move name	<r舞投蹴|ぶとうしゅう>					NA2_SLPS@0x3B1130		slot	32					M1301
T1268	Command Chart > character move name	<r翔宙脚|しょうちゅうきゃく>					NA2_SLPS@0x3B1150		slot	32					M1302
T1269	Command Chart > character move name	<r杯落|さかずきお>とし					NA2_SLPS@0x3B1170		slot	32					M1303
T1270	Command Chart > character move name	<r陽鳴蹴|ようめいしゅう>					NA2_SLPS@0x3B1190		slot	32					M1304
T1271	Command Chart > character move name	<r突|つ>き<r出|だ>し					NA2_SLPS@0x3B11B0		slot	32					M1305
T1272	Command Chart > character move name	<r熱砂瀑葬|ねっさばくそう>					NA2_SLPS@0x3B62D0		slot	32					M1306
T1273	Command Chart > character move name	<r砂手裏剣|すなしゅりけん>					NA2_SLPS@0x3B62F0		slot	32					M1307
T1274	Command Chart > character move name	<r砂天|さてん>					NA2_SLPS@0x3B6310		slot	16					M1308
T1275	Command Chart > character move name	<r砂腕撃|さわんげき>					NA2_SLPS@0x3B6320		slot	32					M1309
T1276	Command Chart > character move name	<r砂重|さじゅう>の<r尾|お>					NA2_SLPS@0x3B6340		slot	32					M1310
T1277	Command Chart > character move name	<r烈砂|れっさ>					NA2_SLPS@0x3B6360		slot	16					M1311
T1278	Command Chart > character move name	<r砂狸躯砲|さりくほう>					NA2_SLPS@0x3B6370		slot	32					M1312
T1279	Command Chart > character move name	<r暴砂墳塵|ぼうさふんじん>					NA2_SLPS@0x3B6390		slot	32					M1313
T1280	Command Chart > character move name	<r轢砂噛弾|れきさごうだん>					NA2_SLPS@0x3B63B0		slot	32					M1314
T1281	Command Chart > character move name	<r流砂削激|りゅうささくげき>					NA2_SLPS@0x3B63D0		slot	32					M1315
T1282	Command Chart > character move name	<r放天|ほうてん>					NA2_SLPS@0x3B63F0		slot	24					M1316
T1283	Command Chart > character move name	<r怒砂|どしゃ>					NA2_SLPS@0x3B6408		slot	24					M1317
T1284	Command Chart > character move name	<r墳砂瀑弾|ふんさばくだん>					NA2_SLPS@0x3B6420		slot	32					M1318
T1285	Command Chart > character move name	<r瀑流禍礫|ばくりゅうかれき>					NA2_SLPS@0x3B6440		slot	32					M1319
T1286	Command Chart > character move name	<r蝶抜怒投|ちょうばつどとう>					NA2_SLPS@0x3BB580		slot	32					M1320
T1287	Command Chart > character move name	<r蝶弾爆裂|ちょうだんばくれつ>					NA2_SLPS@0x3BB5A0		slot	32					M1321
T1288	Command Chart > character move name	<r蒼天舞|そうてんぶ>					NA2_SLPS@0x3BB5C0		slot	32					M1322
T1289	Command Chart > character move name	<r空填砲|くうてんほう>					NA2_SLPS@0x3BB5E0		slot	32					M1323
T1290	Command Chart > character move name	<r捻転斧|ねんてんふ>					NA2_SLPS@0x3BB600		slot	32					M1324
T1291	Command Chart > character move name	<r瞬身叩|しゅんしんこう>					NA2_SLPS@0x3BB620		slot	32					M1325
T1292	Command Chart > character move name	<r空天翔|くうてんしょう>					NA2_SLPS@0x3BB640		slot	32					M1326
T1293	Command Chart > character move name	<r降竜槍|こうりゅうそう>					NA2_SLPS@0x3BB660		slot	32					M1327
T1294	Command Chart > character move name	<r彗星突|すいせいとつ>					NA2_SLPS@0x3BB680		slot	32					M1328
T1295	Command Chart > character move name	<r空圧閃|くうあつせん>					NA2_SLPS@0x3BB6A0		slot	32					M1329
T1296	Command Chart > character move name	<r裂空昇|れっくうしょう>					NA2_SLPS@0x3BB6C0		slot	32					M1330
T1297	Command Chart > character move name	<r閃天斧|せんてんふ>					NA2_SLPS@0x3BB6E0		slot	32					M1331
T1298	Command Chart > character move name	<r飛転脚|ひてんきゃく>					NA2_SLPS@0x3BB700		slot	32					M1332
T1299	Command Chart > character move name	<r天駆羽|てんくう>					NA2_SLPS@0x3BB720		slot	32					M1333
T1300	Command Chart > character move name	チャクラ<r吸引|きゅういん>					NA2_SLPS@0x3C0610		slot	32					M1334
T1301	Command Chart > character move name	<r土遁|どとん>・<r噴岩砲岱|ふんがんほうたい>					NA2_SLPS@0x3C0630		slot	48					M1335
T1302	Command Chart > character move name	<r昇撃掌|しょうげきしょう>					NA2_SLPS@0x3C0670		slot	32					M1337
T1303	Command Chart > character move name	<r豪肘撃|ごうちゅうげき>					NA2_SLPS@0x3C0690		slot	32					M1338
T1304	Command Chart > character move name	<r地断堕|じだんだ>					NA2_SLPS@0x3C06B0		slot	32					M1339
T1305	Command Chart > character move name	<r土天砲|どってんぽう>					NA2_SLPS@0x3C06D0		slot	32					M1340
T1306	Command Chart > character move name	<r昇膝|しょうしつ>					NA2_SLPS@0x3C06F0		slot	32					M1341
T1307	Command Chart > character move name	<r踏圧|とうあつ>					NA2_SLPS@0x3C0710		slot	32					M1342
T1308	Command Chart > character move name	<r岩撃|がんげき>					NA2_SLPS@0x3C0730		slot	32					M1343
T1309	Command Chart > character move name	<r天撃|てんげき>					NA2_SLPS@0x3C0750		slot	32					M1344
T1310	Command Chart > character move name	<r天蜘蛛縛|あまグモしば>り					NA2_SLPS@0x3C4F70		slot	32					M1345
T1311	Command Chart > character move name	<r滅殺強弓|めっさつごうきゅう>					NA2_SLPS@0x3C4F90		slot	32					M1346
T1312	Command Chart > character move name	<r蜘蛛戦弓|クモせんきゅう>　<r放射|ほうしゃ>					NA2_SLPS@0x3C4FB0		slot	48					M1347
T1313	Command Chart > character move name	<r蜘蛛戦弓|クモせんきゅう>　<r降射|こうしゃ>					NA2_SLPS@0x3C4FE0		slot	48					M1348
T1314	Command Chart > character move name	<r蜘蛛戦弓|クモせんきゅう>　<r鶺鴒|せきれい>					NA2_SLPS@0x3C5010		slot	48					M1349
T1315	Command Chart > character move name	<r蜘蛛戦弓|クモせんきゅう>　<r雲龍射猟|うんりゅうしゃりょう>					NA2_SLPS@0x3C5040		slot	64					M1350
T1316	Command Chart > character move name	<r蜘蛛戦弓|クモせんきゅう>　<r無双放射|むそうほうしゃ>					NA2_SLPS@0x3C5080		slot	64					M1351
T1317	Command Chart > character move name	<r蜘蛛戦弓|クモせんきゅう>　<r海面割射|かいめんかっしゃ>					NA2_SLPS@0x3C50C0		slot	64					M1352
T1318	Command Chart > character move name	<r蜘蛛戦弓|クモせんきゅう>　<r一点放射|いってんほうしゃ>					NA2_SLPS@0x3C5100		slot	64					M1353
T1319	Command Chart > character move name	<r蜘蛛戦弓|クモせんきゅう>　<r常経狙射|じょうけいそしゃ>					NA2_SLPS@0x3C5140		slot	64					M1354
T1320	Command Chart > character move name	<r魔笛|まてき>・<r夢幻音鎖|むげんおんさ>					NA2_SLPS@0x3C98F0		slot	48					M1355
T1321	Command Chart > character move name	<r魔笛|まてき>・<r幻霊波|げんれいは>					NA2_SLPS@0x3C9920		slot	48					M1356
T1322	Command Chart > character move name	<r幻武操曲|げんぶそうきょく>　<r爪旋斬|そうせんざん>					NA2_SLPS@0x3C9950		slot	64					M1357
T1323	Command Chart > character move name	<r幻武操曲|げんぶそうきょく>　<r爪穿突|そうがとつ>					NA2_SLPS@0x3C9990		slot	64					M1358
T1324	Command Chart > character move name	<r幻武操曲|げんぶそうきょく>　<r爪双突|そうそうとつ>					NA2_SLPS@0x3C99D0		slot	64					M1359
T1325	Command Chart > character move name	<r幻武操曲|げんぶそうきょく>　<r爪砕|そうさい>					NA2_SLPS@0x3C9A10		slot	48					M1360
T1326	Command Chart > character move name	<r幻武操曲|げんぶそうきょく>　<r棍剛打|こんごうだ>					NA2_SLPS@0x3C9A40		slot	64					M1361
T1327	Command Chart > character move name	<r幻武操曲|げんぶそうきょく>　<r爪昇斬|そうしょうざん>					NA2_SLPS@0x3C9A80		slot	64					M1362
T1328	Command Chart > character move name	<r幻武操曲|げんぶそうきょく>　<r爪斬撃|そうざんげき>					NA2_SLPS@0x3C9AC0		slot	64					M1363
T1329	Command Chart > character move name	<r幻武操曲|げんぶそうきょく>　<r爪重撃|そうじゅうげき>					NA2_SLPS@0x3C9B00		slot	64					M1364
T1330	Command Chart > character move name	<r幻武操曲|げんぶそうきょく>　<r棍瞬打|こんしゅんだ>					NA2_SLPS@0x3C9B40		slot	64					M1365
